#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
3780,-363984.63300908805,57951.59243914423,-306033.04056994384,191.70137660057796
3790,-364187.351747752,58153.44316440172,-306033.90858335025,192.36909012269246
3800,-356673.27773280116,50647.668062375924,-306025.60967042524,167.54030873892526
3810,-353026.20163597574,47005.133782352445,-306021.0678536233,155.49096192367477
3820,-359014.7732280409,52987.1393454574,-306027.63388258347,175.27917917557795
3830,-365596.0968838252,59561.58043284563,-306034.5164509796,197.02714767454913
3840,-362762.10418545577,56730.840407611795,-306031.26377784397,187.66318135722088
3850,-354937.53886641026,48914.85916739922,-306022.67969901103,161.80825140328622
3860,-354208.0136098296,48186.137411182324,-306021.87619864725,159.39767115957218
3870,-361722.60862303,55692.61947207125,-306029.9891509588,184.2287911328683
3880,-365893.38592147053,59858.02644500955,-306035.35947646096,198.00777833934495
3890,-360164.61242774804,54135.53249856044,-306029.0799291876,179.07801435961042
3900,-353038.4750717132,47016.94713326386,-306021.52793844935,155.53003998066453
3910,-355077.2106953314,49053.17252029661,-306024.0381750348,162.2657860289398
3920,-362962.6273407342,56930.10446305367,-306032.5228776805,188.32233828677954
3930,-364872.18823306396,58838.15893328041,-306034.0292997836,194.63410045199458
3940,-358571.65350223426,52545.26488486857,-306026.3886173657,173.817477454983
3950,-354406.1682957333,48384.46005023159,-306021.7082455017,160.0537139241731
3960,-358941.167744909,52914.03994972082,-306027.12779518816,175.0373695168341
3970,-364788.65404067235,58754.1184438829,-306034.53559678944,194.3560981257495
3980,-362296.8344093849,56264.559935065845,-306032.274474319,186.12074559822267
3990,-354798.9657088203,48774.96756659186,-306023.99814222846,161.34549600139127
4000,-353690.5917864357,47667.959639346125,-306022.6321470896,157.68356136545162
